date,close
Jul-22,32100000
Apr-22,35860000
Jan-22,36840000
Oct-21,49220000
Jul-21,34840000
Apr-21,12070000
Jan-21,0
Oct-20,8620000
Jul-20,17120000
Apr-20,1110000
Jan-20,38260000
