date,close
Sep-22,7380000
Aug-22,10660000
Jul-22,14060000
Jun-22,10990000
May-22,11170000
Apr-22,13700000
Mar-22,13190000
Feb-22,12940000
Jan-22,10710000
Dec-21,20430000
Nov-21,14470000
Oct-21,14320000
Sep-21,9270000
Aug-21,11240000
Jul-21,14330000
Jun-21,8550000
May-21,3520000
Apr-21,0
Mar-21,0
Feb-21,0
Jan-21,0
Dec-20,0
Nov-20,0
Oct-20,8620000
Sep-20,5620000
Aug-20,6700000
Jul-20,4800000
Jun-20,1110000
May-20,0
Apr-20,0
Mar-20,6010000
Feb-20,17580000
Jan-20,14670000
