date,close
Jul-22,220670000
Apr-22,220670000
Jan-22,221640000
Oct-21,221840000
Jul-21,213560000
Apr-21,209180000
Jan-21,207640000
Oct-20,203660000
Jul-20,195150000
Apr-20,192950000
Jan-20,182860000
