date,close
Sep-22,862069
Aug-22,743053
Jul-22,2703848
Jun-22,1571049
May-22,903810
Apr-22,3031191
Mar-22,2912650
Feb-22,3559127
Jan-22,9178378
Dec-21,2297738
Nov-21,508751
Oct-21,153595
Sep-21,263713
Aug-21,624267
Jul-21,352170
Jun-21,108355
May-21,399809
Apr-21,972456
Mar-21,888803
Feb-21,559352
Jan-21,577182
Dec-20,398270
Nov-20,901776
Oct-20,803091
Sep-20,283439
Aug-20,93408
Jul-20,22991
Jun-20,17547
May-20,22550
Apr-20,140289
Mar-20,52129
Feb-20,95
Jan-20,0
